Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Apartamento;Tijuca;2;1;0;110;1900.0;700.0;138.0;17.27;Apartamento
Apartamento;Tijuca;2;1;0;78;2000.0;700.0;0.0;25.64;Apartamento
Apartamento;Tijuca;1;0;0;48;750.0;772.0;25.0;15.62;Apartamento
Apartamento;Tijuca;2;1;0;80;1800.0;1100.0;84.0;22.5;Apartamento
Apartamento;Tijuca;3;1;0;172;2700.0;780.0;170.0;15.7;Apartamento
Apartamento;Tijuca;3;0;0;87;1600.0;650.0;100.0;18.39;Apartamento
Apartamento;Tijuca;3;1;1;78;2500.0;730.0;178.0;32.05;Apartamento
Apartamento;Tijuca;1;0;0;65;1200.0;320.0;0.0;18.46;Apartamento
Apartamento;Tijuca;3;0;0;75;1800.0;350.0;0.0;24.0;Apartamento
Apartamento;Tijuca;2;1;1;71;1500.0;600.0;0.0;21.13;Apartamento
Apartamento;Tijuca;2;0;0;50;1800.0;347.0;25.0;36.0;Apartamento
Apartamento;Tijuca;2;0;0;63;1400.0;440.0;61.0;22.22;Apartamento
Apartamento;Tijuca;3;1;0;129;1800.0;850.0;116.0;13.95;Apartamento
Apartamento;Tijuca;3;1;0;164;3500.0;1310.0;257.0;21.34;Apartamento
Apartamento;Tijuca;1;0;0;36;1300.0;295.0;24.0;36.11;Apartamento
Apartamento;Tijuca;2;1;1;70;1500.0;890.0;68.0;21.43;Apartamento
Apartamento;Tijuca;3;1;0;88;2300.0;790.0;885.0;26.14;Apartamento
Apartamento;Tijuca;3;1;0;116;2000.0;790.0;194.0;17.24;Apartamento
Apartamento;Tijuca;1;1;1;84;2000.0;718.0;120.0;23.81;Apartamento
Apartamento;Tijuca;2;0;0;49;1800.0;180.0;0.0;36.73;Apartamento
Apartamento;Tijuca;1;1;1;87;1400.0;1057.0;162.0;16.09;Apartamento
Apartamento;Tijuca;2;1;0;60;1800.0;420.0;0.0;30.0;Apartamento
Apartamento;Tijuca;2;1;0;70;1850.0;748.0;48.0;26.43;Apartamento
Apartamento;Tijuca;3;1;1;106;2050.0;872.0;1008.0;19.34;Apartamento
Apartamento;Tijuca;2;1;1;81;2350.0;849.0;80.0;29.01;Apartamento
Apartamento;Tijuca;3;0;0;98;1700.0;390.0;93.0;17.35;Apartamento
Apartamento;Tijuca;2;1;0;88;1100.0;693.0;32.0;12.5;Apartamento
Apartamento;Tijuca;2;1;0;72;1500.0;734.0;0.0;20.83;Apartamento
Apartamento;Tijuca;3;0;0;86;1500.0;690.0;83.0;17.44;Apartamento
Apartamento;Tijuca;2;1;1;70;1600.0;740.0;0.0;22.86;Apartamento
Apartamento;Tijuca;3;2;1;150;2000.0;1700.0;210.0;13.33;Apartamento
Apartamento;Tijuca;2;1;1;85;1600.0;960.0;90.0;18.82;Apartamento
Apartamento;Tijuca;3;1;1;80;3000.0;967.0;184.0;37.5;Apartamento
Apartamento;Tijuca;2;0;1;48;1700.0;700.0;0.0;35.42;Apartamento
Apartamento;Tijuca;3;2;1;109;2500.0;742.0;105.0;22.94;Apartamento
Apartamento;Tijuca;2;1;1;80;1500.0;500.0;30.0;18.75;Apartamento
Apartamento;Tijuca;3;1;2;100;2500.0;1300.0;283.0;25.0;Apartamento
Apartamento;Tijuca;1;0;0;34;1400.0;251.0;24.0;41.18;Apartamento
Apartamento;Tijuca;2;1;1;97;2500.0;660.0;0.0;25.77;Apartamento
Apartamento;Tijuca;3;0;0;80;1600.0;350.0;0.0;20.0;Apartamento
Apartamento;Tijuca;2;1;1;84;2750.0;690.0;182.0;32.74;Apartamento
Apartamento;Tijuca;1;0;0;42;1500.0;150.0;226.0;35.71;Apartamento
Apartamento;Tijuca;3;2;1;120;2800.0;1600.0;170.0;23.33;Apartamento
Apartamento;Tijuca;3;1;0;81;1750.0;597.0;94.0;21.6;Apartamento
Apartamento;Tijuca;3;0;0;80;1600.0;660.0;98.0;20.0;Apartamento
Apartamento;Tijuca;3;1;1;82;1800.0;1100.0;112.0;21.95;Apartamento
Apartamento;Tijuca;2;0;0;67;1400.0;480.0;48.0;20.9;Apartamento
Apartamento;Tijuca;3;0;3;110;2800.0;250.0;235.0;25.45;Apartamento
Apartamento;Tijuca;2;1;1;68;1550.0;600.0;0.0;22.79;Apartamento
Apartamento;Tijuca;3;2;1;85;2350.0;900.0;96.0;27.65;Apartamento
Apartamento;Tijuca;3;1;1;126;1800.0;1109.0;162.0;14.29;Apartamento
Apartamento;Tijuca;1;0;0;40;1100.0;350.0;50.0;27.5;Apartamento
Apartamento;Tijuca;3;2;1;102;2600.0;798.0;89.0;25.49;Apartamento
Apartamento;Tijuca;3;1;0;125;2500.0;1100.0;200.0;20.0;Apartamento
Apartamento;Tijuca;3;1;0;98;2200.0;630.0;0.0;22.45;Apartamento
Apartamento;Tijuca;2;0;0;81;1800.0;665.0;86.0;22.22;Apartamento
Apartamento;Tijuca;2;0;0;90;1400.0;600.0;35.0;15.56;Apartamento
Apartamento;Tijuca;2;0;0;75;1700.0;280.0;0.0;22.67;Apartamento
Apartamento;Tijuca;2;0;0;89;1400.0;60.0;0.0;15.73;Apartamento
Apartamento;Tijuca;2;1;0;73;1700.0;500.0;0.0;23.29;Apartamento
Apartamento;Tijuca;2;1;0;90;1700.0;470.0;91.0;18.89;Apartamento
Apartamento;Tijuca;2;1;1;70;1850.0;550.0;0.0;26.43;Apartamento
Apartamento;Tijuca;2;1;0;66;2200.0;712.0;65.0;33.33;Apartamento
Apartamento;Tijuca;4;1;1;190;2800.0;900.0;180.0;14.74;Apartamento
Apartamento;Tijuca;1;1;0;68;1600.0;447.0;64.0;23.53;Apartamento
Apartamento;Tijuca;2;0;0;65;1900.0;580.0;87.0;29.23;Apartamento
Apartamento;Tijuca;3;1;1;140;1800.0;1147.0;0.0;12.86;Apartamento
Apartamento;Tijuca;3;1;0;140;2300.0;680.0;114.0;16.43;Apartamento
Apartamento;Tijuca;3;1;0;80;1900.0;700.0;60.0;23.75;Apartamento
Apartamento;Tijuca;1;0;0;63;1300.0;725.0;50.0;20.63;Apartamento
Apartamento;Tijuca;3;1;0;107;2300.0;400.0;0.0;21.5;Apartamento
Apartamento;Tijuca;2;0;0;76;1800.0;700.0;24.0;23.68;Apartamento
Apartamento;Tijuca;1;1;0;55;1600.0;653.0;41.0;29.09;Apartamento
Apartamento;Tijuca;3;1;1;87;2300.0;559.0;100.0;26.44;Apartamento
Apartamento;Tijuca;4;1;0;160;2000.0;1032.0;1056.0;12.5;Apartamento
